|company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|eff_date|cur_code1|pre_amt_all|usd_amt_all|app_name|app_cst_no|app_id_no|app_cus_pro|ins_name|ins_cst_no|ins_id_no|ins_cus_pro|benefit_name|benefit_id_no|benefit_pro|relation_1|relation_2|pay_type|rpay_date|pay_date|cur_code2|pay_amt|pay_usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|etl_date
7994|||||P997304101201900000006|T997304101201900000014|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
7995|||||P997304101201900000006|T997304101201900000014|20190520|20190521||||许露露|8000000840|389454038579053|1|llxum|8000000840|39485689435083|1|||||||||||||||||
7996|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
7997|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
7998|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
7999|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
8000|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
8001|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||llxum|8000000840|39485689435083|1|许露露|8000000840|389454038579053|1|||||||||||||||||
8002|||||P997304101201900000006|T997304101201900000015|20190520|20190521||||许露露|8000000840|389454038579053|1|许露露|8000000840|389454038579053|1|||||||||||||||||
8003|||||P997304101201900000008|T997304101201900000016|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8004|||||P997304101201900000008|T997304101201900000016|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8005|||||P997304101201900000008|T997304101201900000017|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8006|||||P997304101201900000008|T997304101201900000017|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8007|||||P997304101201900000009|T997304101201900000019|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8008|||||P997304101201900000009|T997304101201900000019|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8009|||||P997304101201900000009|T997304101201900000020|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8010|||||P997304101201900000009|T997304101201900000020|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8011|||||P997304101201900000010|T997304101201900000021|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8012|||||P997304101201900000011|T997304101201900000022|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8013|||||P997304101201900000012|T997304101201900000023|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8014|||||P997304101201900000013|T997304101201900000024|20190520|20190521||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8015|||||P997304101201900000014|T997304101201900000027|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8016|||||P997304101201900000015|T997304101201900000028|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8017|||||P997304101201900000016|T997304101201900000029|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8018|||||P997304101201900000016|T997304101201900000029|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8019|||||P997304101201900000016|T997304101201900000030|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8020|||||P997304101201900000016|T997304101201900000030|20190521|20190522||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8021|||||P997304101201900000017|T997304101201900000031|20190522|20190523||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8022|||||P997302001201910001137|T997302001201910001356|20190115|20190523||||测试旯妅|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8023|||||P997302001201910001138|T997302001201910001357|20190115|20200423||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8024|||||P997302001201910001139|T997302001201910001358|20190115|20190528||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8025|||||P997302001201910001140|T997302001201910001359|20190527|20190527||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8026|||||P997302001201910001141|T997302001201910001360|20190527|20190527||||呃呃|10000510|110000199401010274|1|呃呃|10000510|110000199401010274|1|||||||||||||||||
8027|||||P997302001201910001142|T997302001201910001361|20190527|20190527||||账号|10000030|511025199504041690|1|账号|10000030|511025199504041690|1|||||||||||||||||
8028|||||P997302001201910001143|T997302001201910001362|20190527|20190527||||账号|10000030|511025199504041690|1|账号|10000030|511025199504041690|1|||||||||||||||||
8029|||||P997302001201910001144|T997302001201910001363|20190527|20190527||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8030|||||P997302001201910001145|T997302001201910001364|20190527|20190527||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8031|||||P997302001201910001146|T997302001201910001365|20190527|20190527||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8032|||||P997302001201910001147|T997302001201910001366|20190115|20190529||||测试倄懔|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8033|||||P997302001201910001149|T997302001201910001368|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8034|||||P997302001201910001148|T997302001201910001367|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8035|||||P997302001201910001150|T997302001201910001369|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8036|||||P997302001201910001151|T997302001201910001371|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8037|||||P997302001201910001152|T997302001201910001372|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8038|||||P997302001201910001154|T997302001201910001374|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8039|||||P997302001201910001153|T997302001201910001373|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8040|||||P997302001201910001155|T997302001201910001375|20190115|20190530||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8041|||||P997302001201910001156|T997302001201910001376|20190528|20190528||||测试朱|10000030|511025199504041690|1|测试朱|10000030|511025199504041690|1|||||||||||||||||
8042|||||P997302001201910001157|T997302001201910001377|20190528|20190528||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8043|||||P997302001201910001158|T997302001201910001378|20190528|20190528||||李建|10000031|500222199401024715|1|李建|10000031|500222199401024715|1|||||||||||||||||
8044|||||P997302001201910001159|T997302001201910001383|20190528|20190528||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8045|||||P997302001201910001160|T997302001201910001388|20190115|20190530||||测试暮漤|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8046|||||P997302001201910001161|T997302001201910001389|20190529|20190529||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8047|||||P997302001201910001162|T997302001201910001390|20190529|20190529||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8048|||||P997302001201910001163|T997302001201910001392|20190529|20190529||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8049|||||P997302001201910001164|T997302001201910001393|20190529|20190529||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8050|||||P997302001201910001166|T997302001201910001397|20190529|20190529||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8051|||||P997302001201910001165|T997302001201910001396|20190529|20190529||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8052|||||P997302001201910001167|T997302001201910001400|20190529|20190529||||测试机|10000551|411526199403104226|1|测试机|10000551|411526199403104226|1|||||||||||||||||
8053|||||P997302001201910001168|T997302001201910001401|20190529|20190529||||汪静|10000551|411526199403104226|1|汪静|10000551|411526199403104226|1|||||||||||||||||
8054|||||P997302001201910001169|T997302001201910001402|20190529|20190529||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8055|||||P997302001201910001170|T997302001201910001404|20190529|20190529||||炎炎|10000028|362322198804110331|1|炎炎|10000028|362322198804110331|1|||||||||||||||||
8056|||||P997302001201910001171|T997302001201910001405|20190115|20190531||||测试术误|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8057|||||P997302001201910001172|T997302001201910001406|20190531|20190531||||汪静|10000551|411526199403104226|1|汪静|10000551|411526199403104226|1|||||||||||||||||
8058|||||P997304101201900000018|T997304101201900000032|20190524|20190525||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||||||
8059|||||P997304101201900000018|T997304101201900000032|20190524|20190525||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||||||
8060|||||P997304101201900000018|T997304101201900000033|20190524|20190525||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||||||
8061|||||P997304101201900000018|T997304101201900000033|20190524|20190525||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|0|||||||||||||||||
8062|||||P997304102201900000001|T997304102201900000001|20190524|20190525||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8063|||||P997304102201900000002|T997304102201900000002|20190524|20190525||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8064|||||P997304102201900000003|T997304102201900000003|20190524|20190524||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8065|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8066|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8067|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8068|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8069|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8070|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8071|||||P997304102201900000004|T997304102201900000004|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8072|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8073|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8074|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8075|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8076|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8077|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8078|||||P997304102201900000004|T997304102201900000005|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8079|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8080|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8081|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8082|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8083|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8084|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8085|||||P997304102201900000004|T997304102201900000006|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8086|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8087|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8088|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8089|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8090|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8091|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8092|||||P997304102201900000004|T997304102201900000007|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8093|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8094|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8095|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8096|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8097|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8098|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8099|||||P997304102201900000004|T997304102201900000008|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8100|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8101|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8102|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8103|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8104|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8105|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8106|||||P997304102201900000004|T997304102201900000009|20190524|20190525||||llxum|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8107|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8108|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8109|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8110|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8111|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8112|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||许露露|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8113|||||P997304102201900000004|T997304102201900000010|20190524|20190525||||llxum|8000000846|5890456348074368|1|llxum|8000000846|5890456348074368|1|||||||||||||||||
8114|||||P997304102201900000005|T997304102201900000011|20190527|20190528||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8115|||||P997304102201900000006|T997304102201900000012|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8116|||||P997304102201900000007|T997304102201900000013|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8117|||||P997304102201900000007|T997304102201900000013|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8118|||||P997304102201900000007|T997304102201900000014|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8119|||||P997304102201900000007|T997304102201900000014|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8120|||||P997304102201900000008|T997304102201900000015|20190527|20190528||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8121|||||P997304102201900000008|T997304102201900000015|20190527|20190528||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8122|||||P997304102201900000008|T997304102201900000016|20190527|20190528||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8123|||||P997304102201900000008|T997304102201900000016|20190527|20190528||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8124|||||P997304102201900000009|T997304102201900000017|20190527|20190428||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8125|||||P997304102201900000009|T997304102201900000017|20190527|20190428||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8126|||||P997304102201900000009|T997304102201900000018|20190527|20190428||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8127|||||P997304102201900000009|T997304102201900000018|20190527|20190428||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8128|||||P997304102201900000010|T997304102201900000019|20190527|20190528||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8129|||||P997304101201900000019|T997304101201900000034|20190527|20190528||||llxum|8000000840|39485689435083|1|llxum|8000000840|39485689435083|1|||||||||||||||||
8130|||||P997304102201900000011|T997304102201900000020|20190528|20190521||||许露露|8000000846|5890456348074368|1|许露露|8000000846|5890456348074368|1|||||||||||||||||
8131|||||P997304102201900000013|T997304102201900000021|20190528|20190529||||黑猫警长黑科技有限公司|8000000848|112222|0|黑猫警长黑科技有限公司|8000000848|112222|0|||||||||||||||||
8132|||||P997304102201900000012|T997304102201900000022|20190528|20190529||||许露露|8000000845|3849568346508345|1|许露露|8000000845|3849568346508345|1|||||||||||||||||
8133|||||P997304102201900000014|T997304102201900000023|20190529|20190530||||许露露|8000000849|48564385079034534|1|许露露|8000000849|48564385079034534|1|||||||||||||||||
8134|||||P997304001201900000016|T997304001201900000035|20190530|20190529||||O(∩_∩)O哈哈~|8000000271|8000000271|1|♪(^∇^*)啦啦~|8000000271|8000000271|1|||||||||||||||||
8135|||||P997302001201910001190|T997302001201910001426|20190115|20190611||||测试踫厾|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8136|||||P997302001201910001191|T997302001201910001427|20190115|20190612||||测试籩獌|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8137|||||P997302001201910001192|T997302001201910001428|20190115|20190613||||测试拷县|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8138|||||P997302001201910001193|T997302001201910001429|20190115|20190615||||测试佣瓵|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8139|||||P997302001201910001194|T997302001201910001430|20190115|20190615||||测试竱捒|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8140|||||P997302001201910001195|T997302001201910001431|20190115|20190618||||测试焫暝|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8141|||||P997302001201910001203|T997302001201910001439|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试阳阳|10000002|42108119970225299X|1|||||||||||||||||
8142|||||P997302001201910001203|T997302001201910001439|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试阳阳|10000002|42108119970225299X|1|||||||||||||||||
8143|||||P997302001201910001203|T997302001201910001439|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试阳阳|10000002|42108119970225299X|1|||||||||||||||||
8144|||||P997302001201910001204|T997302001201910001440|20190115|20190630||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8145|||||P997302001201910001205|T997302001201910001442|20190115|20190625||||测试鼤艏|10000166|410523199312220037|1|测试数|10000002|42108119970225299X|1|||||||||||||||||
8146|||||P997302001201910001206|T997302001201910001443|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8147|||||P997302001201910001206|T997302001201910001443|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8148|||||P997302001201910001207|T997302001201910001444|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8149|||||P997302001201910001206|T997302001201910001445|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8150|||||P997302001201910001206|T997302001201910001445|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8151|||||P997302001201910001208|T997302001201910001446|20190115|20190630||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8152|||||P997302001201910001209|T997302001201910001448|20190115|20190625||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8153|||||P997302001201910001209|T997302001201910001448|20190115|20190625||||测试朝阳|10000166|410523199312220037|1|测试星星|10000002|42108119970225299X|1|||||||||||||||||
8154|||||P997304006201900000019|T997304006201900000048|20190610|20190610||||loquat|8000000071|121345678|0|loquat|8000000071|121345678|0|||||||||||||||||
8155|||||P997302001201800000053|T997302001201900000120|20181019|20180701||||山水集团|8000000376|QAZX12345678|0|山水集团|8000000376|QAZX12345678|0|||||||||||||||||
8156|||||P997302001201900000057|T997302001201900000129|20190612|20190613||||许露露|8000000420|431514514|1|许露露|8000000420|431514514|1|||||||||||||||||
8157|||||P997302001201900000058|T997302001201900000130|20190612|20190613||||许露露|8000000420|431514514|1|许露露|8000000420|431514514|1|||||||||||||||||
8158|||||P997302001201900000058|T997302001201900000130|20190612|20190613||||许露露|8000000420|431514514|1|许露露|8000000420|431514514|1|||||||||||||||||
8159|||||P997302001201900000058|T997302001201900000131|20190612|20190613||||许露露|8000000420|431514514|1|许露露|8000000420|431514514|1|||||||||||||||||
8160|||||P997302001201900000058|T997302001201900000131|20190612|20190613||||许露露|8000000420|431514514|1|许露露|8000000420|431514514|1|||||||||||||||||
8161|||||P997304005201900000001|T997304005201900000001|20190613|20190612||||小青|8000000272|5113074170351027H|0|小白|8000000272|5113074170351027H|0|||||||||||||||||
8162|||||P997302001201800000034|T997302001201900000145|20180919|20180905||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
8163|||||P997302001201900000034|T997302001201900000151|20190417|20190418||||许小露|8000000786|875034790574D|0|许小露|8000000786|43095794|1|||||||||||||||||
8164|||||P997302001201900000034|T997302001201900000151|20190417|20190418||||许小露|8000000786|875034790574D|0|许小露|8000000786|43095794|1|||||||||||||||||
8165|||||P997302001201900000034|T997302001201900000152|20190417|20190418||||许小露|8000000786|875034790574D|0|许小露|8000000786|43095794|1|||||||||||||||||
8166|||||P997302001201900000034|T997302001201900000152|20190417|20190418||||许小露|8000000786|875034790574D|0|许小露|8000000786|43095794|1|||||||||||||||||
8167|||||P997302001201800000030|T997302001201900000156|20180910|20180911||||山水集团|8000000376|QAZX12345678|0|山水集团|8000000376|QAZX12345678|0|||||||||||||||||
8168|||||P997302001201800000069|T997302001201900000157|20181220|20181221||||许露露|8000000649|403957437905|1|许露露|8000000649|403957437905|1|||||||||||||||||
8169|||||P997302001201910001203|T997302001201900000160|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试阳阳|10000002|42108119970225299X|1|||||||||||||||||
8170|||||P997302001201910001203|T997302001201900000160|20190115|20190701||||测试朝阳|10000166|410523199312220037|1|测试阳阳|10000002|42108119970225299X|1|||||||||||||||||
