|company_code1|company_code2|company_code3|company_code4|pay_type|pol_no|app_no|ins_date|eff_date|cur_code|pre_amt_all|usd_amt_all|pay_amt_all|usd_pay_amt_all|app_name|app_cst_no|id_no|cus_pro|sur_name|sur_id_no|sur_date|pay_date|cur_code2|sur_amt|usd_sur_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|etl_date
9610||||||P997306001201910000071|T997306001201910000082|190219|200422||||||测试阳|10000002|42108119970225299X|1||||||||||||||
9611||||||P997306001201910000074|T997306001201910000085|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9612||||||P997306001201910000075|T997306001201910000086|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9613||||||P997306001201910000076|T997306001201910000087|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9614||||||P997306001201910000501|T997306001201910000089|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9615||||||P997306001201910000504|T997306001201910000092|190509|190515||||||测试一波|10000528|110101198505153859|1||||||||||||||
9616||||||P997306001201910000505|T997306001201910000093|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9617||||||P997306001201910000506|T997306001201910000094|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9618||||||P997306001201910000507|T997306001201910000095|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9619||||||P997306001201910000508|T997306001201910000096|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9620||||||P997306001201910000509|T997306001201910000097|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9621||||||P997306001201910000510|T997306001201910000098|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9622||||||P997306001201910000511|T997306001201910000099|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9623||||||P997306001201910000512|T997306001201910000100|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9624||||||P997306001201910000513|T997306001201910000101|190509|190515||||||哦哦|10000529|110101198505153891|1||||||||||||||
9625||||||P997306001201910000514|T997306001201910000102|190509|190515||||||测试一波|10000530|110101198505154034|1||||||||||||||
9626||||||P997306001201910000515|T997306001201910000103|190509|190515||||||黑的|10000531|110101197005150032|1||||||||||||||
9627||||||P997306001201910000516|T997306001201910000104|190509|190515||||||测试一波|10000532|110101197005150112|1||||||||||||||
9628||||||P997306001201910000517|T997306001201910000105|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9629||||||P997306001201910000545|T997306001201910000133|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9630||||||P997306001201910000546|T997306001201910000134|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9631||||||P997306001201910000547|T997306001201910000135|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9632||||||P997306001201910000548|T997306001201910000136|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9633||||||P997306001201910000549|T997306001201910000137|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9634||||||P997306001201910000550|T997306001201910000138|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9635||||||P997306001201910000551|T997306001201910000139|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9636||||||P997306001201910000552|T997306001201910000140|190514|190520||||||百香果|10000544|110101197805160087|1||||||||||||||
9637||||||P997306001201910000554|T997306001201910000142|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9638||||||P997306001201910000555|T997306001201910000143|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9639||||||P997306001201910000556|T997306001201910000144|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9640||||||P997306001201910000557|T997306001201910000145|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9641||||||P997306001201910000558|T997306001201910000146|190515|190521||||||再试试职业|10000545|150101197805160404|1||||||||||||||
9642|||||c1|P997306001201910000558|T997306001201910000148|190515|190521||||||再试试职业|10000545|150101197805160404|1|||||||||||||P997306001201910000558-1|
9643||||||P997306001201910000558|T997306001201910000146|190515|190521||||||再试试职业|10000545|150101197805160404|1||||||||||||||
9644|||||c1|P997306001201910000558|T997306001201910000148|190515|190521||||||再试试职业|10000545|150101197805160404|1|||||||||||||P997306001201910000558-1|
9645||||||P997306001201910000559|T997306001201910000149|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9646||||||P997306001201910000563|T997306001201910000154|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9647||||||P997306001201910000564|T997306001201910000155|190517|190523||||||祝朝阳|10000546|110101198001010037|1||||||||||||||
9648||||||P997306001201910000565|T997306001201910000156|190517|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9649||||||P997306001201910000566|T997306001201910000157|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9650||||||P997306001201910000567|T997306001201910000158|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9651|||||c1|P997306001201910000567|T997306001201910000159|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000567-1|
9652||||||P997306001201910000567|T997306001201910000158|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9653|||||c1|P997306001201910000567|T997306001201910000159|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000567-1|
9654||||||P997306001201910000568|T997306001201910000160|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9655|||||70|P997306001201910000569|T997306001201900000018|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000569-01|
9656||||||P997306001201910000569|T997306001201910000161|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9657||||||P997306001201910000570|T997306001201910000162|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9658||||||P997306001201910000571|T997306001201910000163|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9659|||||c1|P997306001201910000571|T997306001201910000166|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000571-1|
9660||||||P997306001201910000572|T997306001201910000164|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9661|||||c1|P997306001201910000572|T997306001201910000167|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000572-1|
9662||||||P997306001201910000573|T997306001201910000165|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9663||||||P997306001201910000571|T997306001201910000163|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9664|||||c1|P997306001201910000571|T997306001201910000166|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000571-1|
9665||||||P997306001201910000572|T997306001201910000164|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9666|||||c1|P997306001201910000572|T997306001201910000167|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000572-1|
9667||||||P997306001201910000575|T997306001201910000169|190520|190621||||||测试传|10000550|44088219920504333X|1||||||||||||||
9668||||||P997306001201910000576|T997306001201910000170|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9669||||||P997306001201910000577|T997306001201910000171|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9670||||||P997306001201910000578|T997306001201910000172|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9671||||||P997306001201910000583|T997306001201910000178|190520|190621||||||测试传|10000550|44088219920504333X|1||||||||||||||
9672||||||P997306001201910000584|T997306001201910000180|190520|190621||||||测试传|10000550|44088219920504333X|1||||||||||||||
9673||||||P997306001201910000585|T997306001201910000181|190520|190621||||||测试传|10000550|44088219920504333X|1||||||||||||||
9674|||||c1|P997306001201910000585|T997306001201910000182|190520|190621||||||测试传|10000550|44088219920504333X|1|||||||||||||P997306001201910000585-1|
9675||||||P997306001201910000585|T997306001201910000181|190520|190621||||||测试传|10000550|44088219920504333X|1||||||||||||||
9676|||||c1|P997306001201910000585|T997306001201910000182|190520|190621||||||测试传|10000550|44088219920504333X|1|||||||||||||P997306001201910000585-1|
9677||||||P997306001201910000586|T997306001201910000183|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9678||||||P997306001201910000587|T997306001201910000185|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9679||||||P997306001201910000588|T997306001201910000187|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9680|||||15|P997306001201910000590|T997306001201900000024|190520|190523||||||测试传|10000550|44088219920504333X|1|||||||||||||P997306001201910000590-01|
9681||||||P997306001201910000590|T997306001201910000190|190520|190523||||||测试传|10000550|44088219920504333X|1||||||||||||||
9682||||||P997306001201910000591|T997306001201910000191|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9683|||||c1|P997306001201910000591|T997306001201910000192|190219|200422||||||测试朝阳|10000166|410523199312220037|1|||||||||||||P997306001201910000591-1|
9684||||||P997306001201910000591|T997306001201910000191|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9685|||||c1|P997306001201910000591|T997306001201910000192|190219|200422||||||测试朝阳|10000166|410523199312220037|1|||||||||||||P997306001201910000591-1|
9686||||||P997306001201910000592|T997306001201910000193|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9687||||||P997306001201910000593|T997306001201910000194|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9688|||||c1|P997306001201910000593|T997306001201910000195|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000593-1|
9689||||||P997306001201910000593|T997306001201910000194|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9690|||||c1|P997306001201910000593|T997306001201910000195|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000593-1|
9691||||||P997306001201910000594|T997306001201910000196|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9692|||||c1|P997306001201910000594|T997306001201910000203|190219|190523||||||猪猪猪|10000547|110101198001010053|1|||||||||||||P997306001201910000594-1|
9693||||||P997306001201910000595|T997306001201910000197|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9694|||||c1|P997306001201910000595|T997306001201910000202|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000595-1|
9695||||||P997306001201910000596|T997306001201910000198|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9696|||||c1|P997306001201910000596|T997306001201910000201|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000596-1|
9697||||||P997306001201910000597|T997306001201910000199|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9698|||||c1|P997306001201910000597|T997306001201910000200|190219|200422||||||测试朝阳|10000166|410523199312220037|1|||||||||||||P997306001201910000597-1|
9699||||||P997306001201910000597|T997306001201910000199|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9700|||||c1|P997306001201910000597|T997306001201910000200|190219|200422||||||测试朝阳|10000166|410523199312220037|1|||||||||||||P997306001201910000597-1|
9701||||||P997306001201910000596|T997306001201910000198|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9702|||||c1|P997306001201910000596|T997306001201910000201|190517|190523||||||蚕宝宝|10000549|110101198001010133|1|||||||||||||P997306001201910000596-1|
9703||||||P997306001201910000595|T997306001201910000197|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9704|||||c1|P997306001201910000595|T997306001201910000202|190517|190523||||||羊羊羊|10000548|110101198001010096|1|||||||||||||P997306001201910000595-1|
9705||||||P997306001201910000594|T997306001201910000196|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9706|||||c1|P997306001201910000594|T997306001201910000203|190219|190523||||||猪猪猪|10000547|110101198001010053|1|||||||||||||P997306001201910000594-1|
9707|||||70|P997306001201910000598|T997306001201900000027|190219|190523||||||猪猪猪|10000547|110101198001010053|1|||||||||||||P997306001201910000598-01|
9708||||||P997306001201910000598|T997306001201910000204|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9709||||||P997306001201910000599|T997306001201910000205|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9710||||||P997306001201910000600|T997306001201910000206|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9711||||||P997306001201910000601|T997306001201910000207|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9712||||||P997306001201910000602|T997306001201910000208|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9713||||||P997306001201910000603|T997306001201910000209|190517|190523||||||蚕宝宝|10000549|110101198001010133|1||||||||||||||
9714||||||P997306001201910000604|T997306001201910000210|190517|190523||||||羊羊羊|10000548|110101198001010096|1||||||||||||||
9715||||||P997306001201910000605|T997306001201910000211|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9716|||||c1|P997306001201910000605|T997306001201910000212|190219|190523||||||猪猪猪|10000547|110101198001010053|1|||||||||||||P997306001201910000605-1|
9717||||||P997306001201910000605|T997306001201910000211|190219|190523||||||猪猪猪|10000547|110101198001010053|1||||||||||||||
9718|||||c1|P997306001201910000605|T997306001201910000212|190219|190523||||||猪猪猪|10000547|110101198001010053|1|||||||||||||P997306001201910000605-1|
9719||||||P997306001201910000606|T997306001201910000213|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9720||||||P997306001201910000607|T997306001201910000214|190219|200422||||||测试朝阳|10000002|42108119970225299X|1||||||||||||||
9721||||||P997306001201910000608|T997306001201910000215|190219|190529||||||测试箹頤|10000002|42108119970225299X|1||||||||||||||
9722||||||P997306001201910000609|T997306001201910000216|190219|190530||||||测试矧夦|10000002|42108119970225299X|1||||||||||||||
9723||||||P997306001201910000610|T997306001201910000217|190219|190531||||||测试籎勳|10000002|42108119970225299X|1||||||||||||||
9724||||||P997306001201910000611|T997306001201910000218|190517|190623||||||蚕宝宝|10000553|110101196803075810|1||||||||||||||
9725||||||P997306001201910000612|T997306001201910000219|190517|190623||||||羊羊羊|10000553|110101196803075810|1||||||||||||||
9726||||||P997306001201910000613|T997306001201910000220|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9727|||||c1|P997306001201910000613|T997306001201910000222|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000613-01|
9728||||||P997306001201910000614|T997306001201910000221|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9729|||||c1|P997306001201910000614|T997306001201910000229|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000614-01|
9730||||||P997306001201910000613|T997306001201910000220|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9731|||||c1|P997306001201910000613|T997306001201910000222|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000613-01|
9732||||||P997306001201910000615|T997306001201910000223|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9733|||||c1|P997306001201910000615|T997306001201910000230|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000615-01|
9734||||||P997306001201910000616|T997306001201910000224|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9735|||||c1|P997306001201910000616|T997306001201910000231|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000616-01|
9736||||||P997306001201910000617|T997306001201910000225|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9737|||||c1|P997306001201910000617|T997306001201910000232|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000617-01|
9738||||||P997306001201910000618|T997306001201910000226|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9739|||||c1|P997306001201910000618|T997306001201910000233|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000618-01|
9740||||||P997306001201910000619|T997306001201910000227|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9741|||||c1|P997306001201910000619|T997306001201910000234|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000619-01|
9742||||||P997306001201910000620|T997306001201910000228|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9743|||||c1|P997306001201910000620|T997306001201910000235|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000620-01|
9744||||||P997306001201910000614|T997306001201910000221|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9745|||||c1|P997306001201910000614|T997306001201910000229|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000614-01|
9746||||||P997306001201910000615|T997306001201910000223|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9747|||||c1|P997306001201910000615|T997306001201910000230|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000615-01|
9748||||||P997306001201910000616|T997306001201910000224|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9749|||||c1|P997306001201910000616|T997306001201910000231|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000616-01|
9750||||||P997306001201910000617|T997306001201910000225|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9751|||||c1|P997306001201910000617|T997306001201910000232|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000617-01|
9752||||||P997306001201910000618|T997306001201910000226|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9753|||||c1|P997306001201910000618|T997306001201910000233|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000618-01|
9754||||||P997306001201910000619|T997306001201910000227|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9755|||||c1|P997306001201910000619|T997306001201910000234|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000619-01|
9756||||||P997306001201910000620|T997306001201910000228|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9757|||||c1|P997306001201910000620|T997306001201910000235|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000620-01|
9758||||||P997306001201910000621|T997306001201910000236|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9759||||||P997306001201910000622|T997306001201910000237|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9760||||||P997306001201910000623|T997306001201910000238|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9761||||||P997306001201910000624|T997306001201910000239|190219|190605||||||测试缒閧|10000002|42108119970225299X|1||||||||||||||
9762||||||P997306001201910000625|T997306001201910000240|190219|190606||||||测试昇捫|10000002|42108119970225299X|1||||||||||||||
9763||||||P997306001201910000626|T997306001201910000241|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9764|||||c1|P997306001201910000626|T997306001201910000252|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000626-01|
9765||||||P997306001201910000627|T997306001201910000242|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9766|||||c1|P997306001201910000627|T997306001201910000253|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000627-01|
9767||||||P997306001201910000628|T997306001201910000243|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9768||||||P997306001201910000629|T997306001201910000244|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9769|||||c1|P997306001201910000629|T997306001201910000255|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000629-01|
9770||||||P997306001201910000630|T997306001201910000245|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9771|||||c1|P997306001201910000630|T997306001201910000256|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000630-01|
9772||||||P997306001201910000631|T997306001201910000246|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9773||||||P997306001201910000632|T997306001201910000247|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9774||||||P997306001201910000633|T997306001201910000248|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9775||||||P997306001201910000634|T997306001201910000249|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9776||||||P997306001201910000635|T997306001201910000250|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9777||||||P997306001201910000636|T997306001201910000251|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9778||||||P997306001201910000626|T997306001201910000241|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9779|||||c1|P997306001201910000626|T997306001201910000252|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000626-01|
9780||||||P997306001201910000627|T997306001201910000242|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9781|||||c1|P997306001201910000627|T997306001201910000253|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000627-01|
9782||||||P997306001201910000629|T997306001201910000244|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9783|||||c1|P997306001201910000629|T997306001201910000255|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000629-01|
9784||||||P997306001201910000630|T997306001201910000245|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9785|||||c1|P997306001201910000630|T997306001201910000256|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000630-01|
9786||||||P997306001201910000637|T997306001201910000257|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9787||||||P997306001201910000638|T997306001201910000258|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9788||||||P997306001201910000639|T997306001201910000259|190219|190611||||||测试鈍闺|10000002|42108119970225299X|1||||||||||||||
9789||||||P997306001201910000640|T997306001201910000260|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9790||||||P997306001201910000641|T997306001201910000261|190219|190612||||||测试砃鴸|10000002|42108119970225299X|1||||||||||||||
9791||||||P997306001201910000642|T997306001201910000262|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9792||||||P997306001201910000643|T997306001201910000263|190219|200422||||||测试朝阳|10000554|11010119680307253X|1||||||||||||||
9793||||||P997306001201910000644|T997306001201910000264|190219|190613||||||测试緉綨|10000002|42108119970225299X|1||||||||||||||
9794||||||P997306001201910000645|T997306001201910000265|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9795||||||P997306001201910000646|T997306001201910000266|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9796||||||P997306001201910000647|T997306001201910000267|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9797||||||P997306001201910000648|T997306001201910000268|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9798||||||P997306001201910000649|T997306001201910000269|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9799||||||P997306001201910000650|T997306001201910000270|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9800|||||c1|P997306001201910000650|T997306001201910000275|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000650-01|
9801||||||P997306001201910000651|T997306001201910000271|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9802|||||c1|P997306001201910000651|T997306001201910000273|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000651-01|
9803||||||P997306001201910000652|T997306001201910000272|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9804|||||c1|P997306001201910000652|T997306001201910000274|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000652-01|
9805||||||P997306001201910000651|T997306001201910000271|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9806|||||c1|P997306001201910000651|T997306001201910000273|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000651-01|
9807||||||P997306001201910000652|T997306001201910000272|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9808|||||c1|P997306001201910000652|T997306001201910000274|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000652-01|
9809||||||P997306001201910000650|T997306001201910000270|190219|190623||||||猪猪猪|10000554|11010119680307253X|1||||||||||||||
9810|||||c1|P997306001201910000650|T997306001201910000275|190219|190623||||||猪猪猪|10000554|11010119680307253X|1|||||||||||||P997306001201910000650-01|
9811||||||P997306001201910000653|T997306001201910000276|190219|190615||||||测试籹狟|10000002|42108119970225299X|1||||||||||||||
9812||||||P997306001201910000654|T997306001201910000277|190219|190615||||||测试诰浊|10000002|42108119970225299X|1||||||||||||||
9813||||||P997306001201910000655|T997306001201910000278|190219|190618||||||测试蚷瑓|10000002|42108119970225299X|1||||||||||||||
9814||||||P997306001201910000657|T997306001201910000280|190219|200422||||||测试朝阳|10000554|11010119680307253X|1||||||||||||||
9815||||||P997306001201910000658|T997306001201910000281|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9816||||||P997306001201910000659|T997306001201910000282|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9817||||||P997306001201910000660|T997306001201910000283|190219|190619||||||测试芖兕|10000002|42108119970225299X|1||||||||||||||
9818||||||P997306001201910000661|T997306001201910000284|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9819||||||P997306001201910000662|T997306001201910000285|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9820||||||P997306001201910000663|T997306001201910000286|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
9821||||||P997306001201910000664|T997306001201910000287|190219|190620||||||测试璚痟|10000002|42108119970225299X|1||||||||||||||
9822||||||P997306001201910000665|T997306001201910000288|190219|190621||||||测试莚令|10000002|42108119970225299X|1||||||||||||||
9823||||||P997306001201910000666|T997306001201910000289|190517|190623||||||羊羊羊|10000553|110101196803075810|1||||||||||||||
9824|||||c1|P997306001201910000666|T997306001201910000291|190517|190623||||||羊羊羊|10000553|110101196803075810|1|||||||||||||P997306001201910000666-01|
9825||||||P997306001201910000667|T997306001201910000290|190517|190623||||||羊羊羊|10000553|110101196803075810|1||||||||||||||
9826||||||P997306001201910000666|T997306001201910000289|190517|190623||||||羊羊羊|10000553|110101196803075810|1||||||||||||||
9827|||||c1|P997306001201910000666|T997306001201910000291|190517|190623||||||羊羊羊|10000553|110101196803075810|1|||||||||||||P997306001201910000666-01|
9828||||||P997306001201910000668|T997306001201910000292|190219|190622||||||测试瀹皐|10000002|42108119970225299X|1||||||||||||||
9829||||||P997306001201910000669|T997306001201910000293|190219|190625||||||测试乂噧|10000002|42108119970225299X|1||||||||||||||
9830||||||P997306001201910000670|T997306001201910000294|190219|190626||||||测试守峍|10000002|42108119970225299X|1||||||||||||||
9831||||||P997306001201910000671|T997306001201910000295|190219|200422||||||测试朝阳|10000166|410523199312220037|1||||||||||||||
