|company_code1|company_code2|company_code3|pol_no|ins_date|app_name|app_cst_no|app_id_no|insfav_type|insbene_cus_pro|relation|fav_type|name|insbene_cst_no|insbene_id_no|etl_date
8625||||P997305098201800000023|180510|非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|11|0|||非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|
8626||||P997305098201800000024|180510|嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|11|0|||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|
8627||||P997305098201800000025|180510|非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|11|0|||非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|
8628||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8629||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8630||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8631||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8632||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8633||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8634||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8635||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8636||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8637||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8638||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8639||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8640||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8641||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8642||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8643||||P997305095201800000001|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8644||||P997305095201800000002|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8645||||P997305095201800000002|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8646||||P997305095201800000002|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8647||||P997305095201800000002|180511|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8648||||P997305095201800000003|180512|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8649||||P997305095201800000003|180512|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8650||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8651||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8652||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8653||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8654||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8655||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8656||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8657||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8658||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8659||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8660||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8661||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8662||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8663||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8664||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8665||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8666||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8667||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8668||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8669||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8670||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8671||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8672||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8673||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8674||||P997305095201800000004|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8675||||P997305095201800000003|180512|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8676||||P997305095201800000003|180512|kehu|8000000253|wer|11|1|04||kehu|8000000253|wer|
8677||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8678||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8679||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8680||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8681||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8682||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8683||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8684||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8685||||P997305095201800000005|180512|ws|8000000253|wer|11|1|04||kehu|8000000253|wer|
8686||||P997305095201800000006|180515|非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|11|0|||非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|
8687||||P997305095201800000006|180515|非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|11|0|||非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|
8688||||P997305095201800000006|180515|非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|11|0|||非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|
8689||||P997305095201800000006|180515|非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|11|0|||非转基因大胖番茄科技股份有限公司|8000000256|5113070354171027H|
8690||||P997305095201800000007|180516|承保|8000000257|3207390327890328322|11|1|03||承保|8000000257|3207390327890328322|
8691||||P997305095201800000008|180517|测数据|8000000261|89832890832032932390|11|1|02||测数据|8000000261|89832890832032932390|
8692||||P997306001201800000018|180523|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8693||||P997305098201800000026|180524|王二小|8000000276|51232141232153|11|0|||王二小|8000000276|51232141232153|
8694||||P997305098201800000026|180524|王二小|8000000276|51232141232153|11|0|||王二小|8000000276|51232141232153|
8695||||P997305098201800000027|180524|王三小|8000000277|124123512312314|11|0|||王三小|8000000277|124123512312314|
8696||||P997305098201800000027|180524|王三小|8000000277|124123512312314|11|0|||王三小|8000000277|124123512312314|
8697||||P997305098201800000027|180524|王三小|8000000277|124123512312314|11|0|||王三小|8000000277|124123512312314|
8698||||P997305098201800000027|180524|王三小|8000000277|124123512312314|11|0|||王三小|8000000277|124123512312314|
8699||||P997305098201800000026|180524|王二小|8000000276|51232141232153|11|0|||王二小|8000000276|51232141232153|
8700||||P997305098201800000026|180524|王二小|8000000276|51232141232153|11|0|||王二小|8000000276|51232141232153|
8701||||P997305098201800000028|180524|王四小|8000000278|123124214312|11|0|||王四小|8000000278|123124214312|
8702||||P997305098201800000028|180524|王四小|8000000278|123124214312|11|0|||王四小|8000000278|123124214312|
8703||||P997305098201800000028|180524|王四小|8000000278|123124214312|11|0|||王四小|8000000278|123124214312|
8704||||P997305098201800000028|180524|王四小|8000000278|123124214312|11|0|||王四小|8000000278|123124214312|
8705||||P997305098201800000029|180524|王五小|8000000279|124123124123|11|0|||王五小|8000000279|124123124123|
8706||||P997305098201800000029|180524|王五小|8000000279|124123124123|11|0|||王五小|8000000279|124123124123|
8707||||P997305098201800000030|180524|王六小|8000000280|6243423523423|11|0|||王六小|8000000280|6243423523423|
8708||||P997306001201800000019|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8709||||P997306001201800000019|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8710||||P997306001201800000019|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8711||||P997306001201800000019|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8712||||P997306001201800000020|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8713||||P997306001201800000020|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8714||||P997306001201800000020|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8715||||P997306001201800000020|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8716||||P997306001201800000021|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8717||||P997306001201800000021|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8718||||P997306001201800000021|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8719||||P997306001201800000021|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8720||||P997306001201800000022|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8721||||P997306001201800000022|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8722||||P997306001201800000022|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8723||||P997306001201800000022|180611|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8724||||P997306001201800000023|180619|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8725||||P997306001201800000023|180619|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8726||||P997306001201800000023|180619|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8727||||P997306001201800000023|180619|软通ZH|8000000067|12444123|11|1|01||软通ZH|8000000067|12444123|
8728||||P997306001201800000024|180706|绩效测试数据|8000000355|893274983287532|11|1|05||绩效测试数据|8000000355|893274983287532|
8729||||P997306001201800000024|180706|绩效测试数据|8000000355|893274983287532|11|1|05||绩效测试数据|8000000355|893274983287532|
8730||||P997306001201800000024|180706|绩效测试数据|8000000355|893274983287532|11|1|05||绩效测试数据|8000000355|893274983287532|
8731||||P997306001201800000024|180706|绩效测试数据|8000000355|893274983287532|11|1|05||绩效测试数据|8000000355|893274983287532|
8732||||P997306001201800000025|180710|许露露|8000000368|837907905739|11|1|03||许露露|8000000368|8320793073907329|
8733||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8734||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8735||||P997306001201800000025|180710|许露露|8000000368|837907905739|11|1|03||许露露|8000000368|8320793073907329|
8736||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8737||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8738||||P997306001201800000025|180710|许露露|8000000368|837907905739|11|1|03||许露露|8000000368|8320793073907329|
8739||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8740||||P997306001201800000025|180710|许露露|8000000368|8320793073907329|11|1|03||许露露|8000000368|8320793073907329|
8741||||P997306001201800000026|180710|许露露|8000000370|32097490732904732|11|1|07||许露露|8000000370|32097490732904732|
8742||||P997306001201800000026|180710|许露露|8000000370|32097490732904732|11|1|07||许露露|8000000370|32097490732904732|
8743||||P997306001201800000026|180710|许露露|8000000370|32097490732904732|11|1|07||许露露|8000000370|32097490732904732|
8744||||P997306001201800000026|180710|许露露|8000000370|32097490732904732|11|1|07||许露露|8000000370|32097490732904732|
8745||||P997305096201800000001|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8746||||P997305096201800000002|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8747||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8748||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8749||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8750||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8751||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8752||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8753||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8754||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8755||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8756||||P997305096201800000004|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8757||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8758||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8759||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8760||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8761||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8762||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8763||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8764||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8765||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8766||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8767||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8768||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8769||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8770||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8771||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8772||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8773||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8774||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8775||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8776||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8777||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8778||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8779||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8780||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8781||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8782||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8783||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8784||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8785||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8786||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8787||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8788||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8789||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8790||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8791||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8792||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8793||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8794||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8795||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8796||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8797||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8798||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8799||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8800||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8801||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8802||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8803||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8804||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8805||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8806||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8807||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8808||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8809||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8810||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8811||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8812||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8813||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8814||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8815||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8816||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8817||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8818||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8819||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8820||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8821||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8822||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8823||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8824||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8825||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8826||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8827||||P997305096201800000003|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8828||||P997305096201800000003|180726|桃花仙人-寅|8000000419|613412342234325|11|0|||桃花仙人|8000000419|513213124125|
8829||||P997305096201800000005|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8830||||P997305096201800000006|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8831||||P997305096201800000007|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8832||||P997305096201800000007|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8833||||P997305096201800000007|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8834||||P997305096201800000007|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8835||||P997305096201800000008|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8836||||P997305096201800000008|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8837||||P997305096201800000008|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8838||||P997305096201800000008|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8839||||P997305096201800000009|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8840||||P997305096201800000009|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8841||||P997305096201800000009|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8842||||P997305096201800000009|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8843||||P997305096201800000010|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8844||||P997305096201800000011|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8845||||P997305096201800000012|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8846||||P997305096201800000012|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8847||||P997305096201800000012|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8848||||P997305096201800000012|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8849||||P997305096201800000013|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8850||||P997305096201800000014|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8851||||P997305096201800000015|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8852||||P997305096201800000016|180726|桃花仙人|8000000419|613412342234325|11|0|||桃花仙人|8000000419|613412342234325|
8853||||P997305096201800000017|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8854||||P997305096201800000017|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8855||||P997305096201800000018|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8856||||P997305096201800000019|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8857||||P997305096201800000017|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8858||||P997305096201800000017|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8859||||P997305096201800000020|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8860||||P997305096201800000020|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8861||||P997305096201800000020|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8862||||P997305096201800000020|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8863||||P997305096201800000021|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8864||||P997305096201800000023|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8865||||P997305096201800000022|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8866||||P997305096201800000022|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
8867||||P997305096201800000022|180730|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
